issueid,id,comment_seq,utr_seq,author,created,is_private,actionbody,author_role
1004366.0,1046227.0,1,1,z2w_x,2022-01-05 08:12:51+00:00,1.0,problem: .,others
1004366.0,1046227.0,1,2,z2w_x,2022-01-05 08:12:51+00:00,1.0,investigation and simulation: .,others
1004366.0,1046227.0,1,3,z2w_x,2022-01-05 08:12:51+00:00,1.0,development agile related issue : .,others
1004366.0,1046227.0,1,4,z2w_x,2022-01-05 08:12:51+00:00,1.0,solution: 1- did we resolve the problem and its symptoms?,others
1004366.0,1046227.0,1,5,z2w_x,2022-01-05 08:12:51+00:00,1.0,2- did we understand and resolve the root cause of the problem?,others
1004366.0,1046227.0,1,6,z2w_x,2022-01-05 08:12:51+00:00,1.0,3- will this problem appear at this customer or other customer site?,others
1004366.0,1046228.0,2,0,4ggo,2022-01-05 08:12:55+00:00,0.0,"to provide our best support the following policy for tickets waiting customer feedback, and tickets under monitoring will be applied - ph_name team will remind the customer every two working days, after the second reminder if no response, the ph_name team will escalate the ticket and inform the customer that the ticket will be closed by end of second week if no response received.",others
1004366.0,1046245.0,3,0,4hghq,2022-01-05 08:59:39+00:00,0.0,greetings,others
1004366.0,1046245.0,3,1,4hghq,2022-01-05 08:59:39+00:00,0.0,kindly be informed that your ticket has been assigned.,others
1004366.0,1046245.0,3,2,4hghq,2022-01-05 08:59:39+00:00,0.0,"regards,",others
1004366.0,1046245.0,3,3,4hghq,2022-01-05 08:59:39+00:00,0.0,ph_name team,others
1004366.0,1046247.0,4,0,4hghq,2022-01-05 09:00:30+00:00,1.0,greetings,others
1004366.0,1046247.0,4,1,4hghq,2022-01-05 09:00:30+00:00,1.0,"as per the call with ph_user , kindly be informed that this ticket has been assigned to you.",others
1004366.0,1046247.0,4,2,4hghq,2022-01-05 09:00:30+00:00,1.0,"regards,",others
1004366.0,1046247.0,4,3,4hghq,2022-01-05 09:00:30+00:00,1.0, ph_user   ph_user ,others
1004366.0,1046247.0,4,4,4hghq,2022-01-05 09:00:30+00:00,1.0,ph_user,others
1004366.0,1046257.0,5,0,4kpq,2022-01-05 09:23:36+00:00,1.0,this issue is duplicate from this issue:,assignee
1004366.0,1046257.0,5,1,4kpq,2022-01-05 09:23:36+00:00,1.0,ph_link,assignee
1004368.0,211718083.0,0,0,ady0.aygh,2022-01-05 09:00:41+00:00,0.0,dears,reporter
1004368.0,211718083.0,0,1,ady0.aygh,2022-01-05 09:00:41+00:00,0.0,i have inward ph_item hang on ph_technical status inward workflow routing service.,reporter
1004368.0,211718083.0,0,2,ady0.aygh,2022-01-05 09:00:41+00:00,0.0,your help,reporter
1004368.0,1046248.0,1,0,z2w_x,2022-01-05 09:00:52+00:00,1.0,problem:,others
1004368.0,1046248.0,1,1,z2w_x,2022-01-05 09:00:52+00:00,1.0,i have inward ph_item hang on ph_technical status inward workflow routing service.,others
1004368.0,1046248.0,1,2,z2w_x,2022-01-05 09:00:52+00:00,1.0,investigation and simulation:,others
1004368.0,1046248.0,1,3,z2w_x,2022-01-05 09:00:52+00:00,1.0,"we have one ph_item stuck on workflow routing service, check for bank ph_technical (bank code ph_technical) and when we received response message with branch code of ph_name (ph_technical) the check stuck with error",others
1004368.0,1046248.0,1,4,z2w_x,2022-01-05 09:00:52+00:00,1.0,development agile,others
1004368.0,1046248.0,1,5,z2w_x,2022-01-05 09:00:52+00:00,1.0,ph_link,others
1004368.0,1046248.0,1,6,z2w_x,2022-01-05 09:00:52+00:00,1.0,solution:,others
1004368.0,1046248.0,1,7,z2w_x,2022-01-05 09:00:52+00:00,1.0,asked the bank to connect once the issue repeat as our  ph_user  and ph_technical team need to connect to check on site.,others
1004368.0,1046248.0,1,8,z2w_x,2022-01-05 09:00:52+00:00,1.0,1- did we resolve the problem and its symptoms?,others
1004368.0,1046248.0,1,9,z2w_x,2022-01-05 09:00:52+00:00,1.0,no.,others
1004368.0,1046248.0,1,10,z2w_x,2022-01-05 09:00:52+00:00,1.0,2- did we understand and resolve the root cause of the problem?,others
1004368.0,1046248.0,1,11,z2w_x,2022-01-05 09:00:52+00:00,1.0,no.,others
1004368.0,1046248.0,1,12,z2w_x,2022-01-05 09:00:52+00:00,1.0,3- will this problem appear at this customer or other customer site?,others
1004368.0,1046248.0,1,13,z2w_x,2022-01-05 09:00:52+00:00,1.0,na,others
1004368.0,1046249.0,2,0,4ggo,2022-01-05 09:00:56+00:00,0.0,"to provide our best support the following policy for tickets waiting customer feedback, and tickets under monitoring will be applied - ph_name team will remind the customer every two working days, after the second reminder if no response, the ph_name team will escalate the ticket and inform the customer that the ticket will be closed by end of second week if no response received.",others
1004368.0,1046250.0,3,0,4hghs,2022-01-05 09:01:46+00:00,0.0,greetings,assignee
1004368.0,1046250.0,3,1,4hghs,2022-01-05 09:01:46+00:00,0.0,kindly be informed that your ticket has been assigned.,assignee
1004368.0,1046250.0,3,2,4hghs,2022-01-05 09:01:46+00:00,0.0,"regards,",assignee
1004368.0,1046250.0,3,3,4hghs,2022-01-05 09:01:46+00:00,0.0,ph_name team,assignee
1004368.0,1046251.0,4,0,4hghs,2022-01-05 09:06:03+00:00,1.0,greetings,others
1004368.0,1046251.0,4,1,4hghs,2022-01-05 09:06:03+00:00,1.0,"as per call, kindly be informed that this ticket has been assigned to you.",others
1004368.0,1046251.0,4,2,4hghs,2022-01-05 09:06:03+00:00,1.0,"regards,",others
1004368.0,1046251.0,4,3,4hghs,2022-01-05 09:06:03+00:00,1.0, ph_user   ph_user ,others
1004368.0,1046251.0,4,4,4hghs,2022-01-05 09:06:03+00:00,1.0,ph_user,others
1004368.0,1046252.0,5,0,4osr,2022-01-05 09:06:28+00:00,0.0,greetings,assignee
1004368.0,1046252.0,5,1,4osr,2022-01-05 09:06:28+00:00,0.0,please join.,assignee
1004368.0,1046252.0,5,2,4osr,2022-01-05 09:06:28+00:00,0.0,ph_link,assignee
1004368.0,1046252.0,5,3,4osr,2022-01-05 09:06:28+00:00,0.0,regards,assignee
1004368.0,1046512.0,6,0,4osr,2022-01-06 08:49:03+00:00,0.0,greetings,assignee
1004368.0,1046512.0,6,1,4osr,2022-01-06 08:49:03+00:00,0.0,thank you for connection yesterday.,assignee
1004368.0,1046512.0,6,2,4osr,2022-01-06 08:49:03+00:00,0.0,we will check and get back to you asap.,assignee
1004368.0,1046512.0,6,3,4osr,2022-01-06 08:49:03+00:00,0.0,regards,assignee
1004368.0,1046983.0,7,0,4osr,2022-01-10 07:32:32+00:00,0.0,greetings,assignee
1004368.0,1046983.0,7,1,4osr,2022-01-10 07:32:32+00:00,0.0,"issue forwarded to our  ph_user  , we will get back to you asap.",assignee
1004368.0,1046983.0,7,2,4osr,2022-01-10 07:32:32+00:00,0.0,regards,assignee
1004368.0,1047674.0,8,0,4osr,2022-01-12 07:35:44+00:00,0.0,greetings,assignee
1004368.0,1047674.0,8,1,4osr,2022-01-12 07:35:44+00:00,0.0,"issue forwarded to our  ph_user  , we will get back to you asap.",assignee
1004368.0,1047674.0,8,2,4osr,2022-01-12 07:35:44+00:00,0.0,regards,assignee
1004368.0,1048367.0,9,0,4osr,2022-01-16 09:58:40+00:00,0.0,greetings,assignee
1004368.0,1048367.0,9,1,4osr,2022-01-16 09:58:40+00:00,0.0,"issue forwarded to our  ph_user  , we will get back to you asap.",assignee
1004368.0,1048367.0,9,2,4osr,2022-01-16 09:58:40+00:00,0.0,regards,assignee
1004368.0,1049093.0,10,0,4osr,2022-01-19 08:33:01+00:00,0.0,greetings,assignee
1004368.0,1049093.0,10,1,4osr,2022-01-19 08:33:01+00:00,0.0,"issue forwarded to our  ph_user  , we will get back to you asap.",assignee
1004368.0,1049093.0,10,2,4osr,2022-01-19 08:33:01+00:00,0.0,regards,assignee
1004368.0,1049737.0,11,0,4osr,2022-01-23 11:26:51+00:00,0.0,greetings,assignee
1004368.0,1049737.0,11,1,4osr,2022-01-23 11:26:51+00:00,0.0,"issue forwarded to our  ph_user  , we will get back to you asap.",assignee
1004368.0,1049737.0,11,2,4osr,2022-01-23 11:26:51+00:00,0.0,regards,assignee
1004368.0,1050519.0,12,0,4osr,2022-01-26 06:46:39+00:00,0.0,greetings,assignee
1004368.0,1050519.0,12,1,4osr,2022-01-26 06:46:39+00:00,0.0,"issue forwarded to our  ph_user  , we will get back to you asap.",assignee
1004368.0,1050519.0,12,2,4osr,2022-01-26 06:46:39+00:00,0.0,regards,assignee
1004368.0,1050716.0,13,0,4osr,2022-01-26 15:06:29+00:00,1.0,met  ph_user  and explain all details of issue.,assignee
1004368.0,1051390.0,14,0,4osr,2022-01-31 06:45:07+00:00,0.0,greetings,assignee
1004368.0,1051390.0,14,1,4osr,2022-01-31 06:45:07+00:00,0.0,"issue forwarded to our  ph_user  , we will get back to you asap.",assignee
1004368.0,1051390.0,14,2,4osr,2022-01-31 06:45:07+00:00,0.0,regards,assignee
1004368.0,1051391.0,15,0,4osr,2022-01-31 06:45:24+00:00,1.0,waiting  ph_user  feedback.,assignee
1004368.0,1053169.0,16,0,4osr,2022-02-08 07:52:51+00:00,0.0,greetings,assignee
1004368.0,1053169.0,16,1,4osr,2022-02-08 07:52:51+00:00,0.0,"issue forwarded to our  ph_user  , we will get back to you asap.",assignee
1004368.0,1053169.0,16,2,4osr,2022-02-08 07:52:51+00:00,0.0,regards,assignee
1004368.0,1054031.0,17,0,4osr,2022-02-13 06:49:51+00:00,0.0,greetings,assignee
1004368.0,1054031.0,17,1,4osr,2022-02-13 06:49:51+00:00,0.0,"issue forwarded to our  ph_user  , we will get back to you asap.",assignee
1004368.0,1054031.0,17,2,4osr,2022-02-13 06:49:51+00:00,0.0,regards,assignee
1004368.0,1055368.0,18,0,4osr,2022-02-17 13:04:12+00:00,0.0,greetings,assignee
1004368.0,1055368.0,18,1,4osr,2022-02-17 13:04:12+00:00,0.0,"issue forwarded to our  ph_user  , we will get back to you asap.",assignee
1004368.0,1055368.0,18,2,4osr,2022-02-17 13:04:12+00:00,0.0,regards,assignee
1004368.0,1056140.0,19,0,4osr,2022-02-22 07:02:42+00:00,1.0, ph_user  will provide us with the new jar to add extra log and we will compare it with the one exist on the bank side.,assignee
1004368.0,1056143.0,20,0,4osr,2022-02-22 07:03:06+00:00,0.0,greetings,assignee
1004368.0,1056143.0,20,1,4osr,2022-02-22 07:03:06+00:00,0.0,we will get back to you soon.,assignee
1004368.0,1056143.0,20,2,4osr,2022-02-22 07:03:06+00:00,0.0,regards,assignee
1004368.0,1056438.0,21,0,4osr,2022-02-23 07:20:55+00:00,0.0,greetings,assignee
1004368.0,1056438.0,21,1,4osr,2022-02-23 07:20:55+00:00,0.0,could you please provide me with ph_technical from path ph_technical ph_path,assignee
1004368.0,1056438.0,21,2,4osr,2022-02-23 07:20:55+00:00,0.0,regards,assignee
1004368.0,1057535.0,22,0,4osr,2022-03-01 11:59:07+00:00,1.0,i will do compare between jar provided by customer and the one from development.,assignee
1004368.0,1057536.0,23,0,4osr,2022-03-01 11:59:15+00:00,0.0,greetings,assignee
1004368.0,1057536.0,23,1,4osr,2022-03-01 11:59:15+00:00,0.0,we will get back to you soon.,assignee
1004368.0,1057536.0,23,2,4osr,2022-03-01 11:59:15+00:00,0.0,regards,assignee
1004368.0,1057944.0,24,0,4osr,2022-03-03 06:16:10+00:00,0.0,greetings,assignee
1004368.0,1057944.0,24,1,4osr,2022-03-03 06:16:10+00:00,0.0,we will get back to you soon.,assignee
1004368.0,1057944.0,24,2,4osr,2022-03-03 06:16:10+00:00,0.0,regards,assignee
1004368.0,1058209.0,25,0,4osr,2022-03-06 06:54:09+00:00,0.0,greetings,assignee
1004368.0,1058209.0,25,1,4osr,2022-03-06 06:54:09+00:00,0.0,we will get back to you soon.,assignee
1004368.0,1058209.0,25,2,4osr,2022-03-06 06:54:09+00:00,0.0,regards,assignee
1004368.0,1058654.0,26,0,4osr,2022-03-08 07:02:03+00:00,0.0,greetings,assignee
1004368.0,1058654.0,26,1,4osr,2022-03-08 07:02:03+00:00,0.0,we will get back to you soon.,assignee
1004368.0,1058654.0,26,2,4osr,2022-03-08 07:02:03+00:00,0.0,regards,assignee
1004368.0,1059854.0,27,0,4osr,2022-03-15 09:00:04+00:00,0.0,greetings,assignee
1004368.0,1059854.0,27,1,4osr,2022-03-15 09:00:04+00:00,0.0,we will get back to you soon.,assignee
1004368.0,1059854.0,27,2,4osr,2022-03-15 09:00:04+00:00,0.0,regards,assignee
1004368.0,1060321.0,28,0,4osr,2022-03-17 09:28:38+00:00,0.0,greetings,assignee
1004368.0,1060321.0,28,1,4osr,2022-03-17 09:28:38+00:00,0.0,we will get back to you soon.,assignee
1004368.0,1060321.0,28,2,4osr,2022-03-17 09:28:38+00:00,0.0,regards,assignee
1004368.0,1060323.0,29,0,4osr,2022-03-17 09:31:02+00:00,0.0,greetings,assignee
1004368.0,1060323.0,29,1,4osr,2022-03-17 09:31:02+00:00,0.0,we tried to simulate the case internally but the issue not appeared.,assignee
1004368.0,1060323.0,29,2,4osr,2022-03-17 09:31:02+00:00,0.0,could you please let us know once the issue appeared in order to connect with  ph_user  and investigate it on the site.,assignee
1004368.0,1060323.0,29,3,4osr,2022-03-17 09:31:02+00:00,0.0,regards,assignee
1004368.0,1060351.0,30,0,ady0.aygh,2022-03-17 10:46:33+00:00,0.0,i will refer to you when the case exist.,reporter
1004368.0,1060527.0,31,0,4osr,2022-03-20 08:20:10+00:00,0.0,thank you ph_user for your kind update.,assignee
1004368.0,1060916.0,32,0,4osr,2022-03-22 06:22:24+00:00,1.0,waiting bank team to inform us once issue appeared in order to connect with them.,assignee
1004368.0,1062131.0,33,0,4osr,2022-03-29 06:44:55+00:00,1.0,waiting bank team to inform us once issue appeared in order to connect with them.,assignee
1004368.0,1062915.0,34,0,4osr,2022-04-03 08:06:38+00:00,1.0,waiting bank team to inform us once issue appeared in order to connect with them.,assignee
1004368.0,1063595.0,35,0,4osr,2022-04-06 08:03:16+00:00,0.0,greetings,assignee
1004368.0,1063595.0,35,1,4osr,2022-04-06 08:03:16+00:00,0.0,"as a new ticket opened for this case for ph_item ph_technical , please to upload all logs exist on the machine on desktop with name 05042022.",assignee
1004368.0,1063595.0,35,2,4osr,2022-04-06 08:03:16+00:00,0.0,regards,assignee
1004368.0,1064643.0,36,0,4osr,2022-04-12 08:39:21+00:00,0.0,greetings,assignee
1004368.0,1064643.0,36,1,4osr,2022-04-12 08:39:21+00:00,0.0,can you please provide us with the logs on desktop with name 05042022.,assignee
1004368.0,1064643.0,36,2,4osr,2022-04-12 08:39:21+00:00,0.0,regards,assignee
1004368.0,1064737.0,37,0,ady0.aygh,2022-04-12 11:11:18+00:00,0.0,dear  ph_user ,reporter
1004368.0,1064737.0,37,1,ady0.aygh,2022-04-12 11:11:18+00:00,0.0,i sent it before.,reporter
1004368.0,1064737.0,37,2,ady0.aygh,2022-04-12 11:11:18+00:00,0.0,see the attachment.,reporter
1004368.0,1064811.0,38,0,4osr,2022-04-13 06:13:43+00:00,0.0,thank you ph_user .,assignee
1004368.0,1065215.0,39,0,4osr,2022-04-14 10:44:18+00:00,0.0,greetings,assignee
1004368.0,1065215.0,39,1,4osr,2022-04-14 10:44:18+00:00,0.0,please compress the whole folder and attach it.,assignee
1004368.0,1065215.0,39,2,4osr,2022-04-14 10:44:18+00:00,0.0,regards,assignee
1004368.0,1065627.0,40,0,4osr,2022-04-18 07:30:03+00:00,0.0,greetings,assignee
1004368.0,1065627.0,40,1,4osr,2022-04-18 07:30:03+00:00,0.0,waiting your kind feedback.,assignee
1004368.0,1065627.0,40,2,4osr,2022-04-18 07:30:03+00:00,0.0,regards,assignee
1004368.0,1066632.0,41,0,4osr,2022-04-24 07:50:31+00:00,0.0,greetings,assignee
1004368.0,1066632.0,41,1,4osr,2022-04-24 07:50:31+00:00,0.0,waiting your kind feedback.,assignee
1004368.0,1066632.0,41,2,4osr,2022-04-24 07:50:31+00:00,0.0,regards,assignee
1004368.0,1067248.0,42,0,4osr,2022-04-26 11:36:42+00:00,0.0,greetings,assignee
1004368.0,1067248.0,42,1,4osr,2022-04-26 11:36:42+00:00,0.0,waiting your kind feedback.,assignee
1004368.0,1067248.0,42,2,4osr,2022-04-26 11:36:42+00:00,0.0,regards,assignee
1004368.0,1068311.0,43,0,4osr,2022-05-09 05:54:01+00:00,0.0,greetings,assignee
1004368.0,1068311.0,43,1,4osr,2022-05-09 05:54:01+00:00,0.0,waiting your kind feedback.,assignee
1004368.0,1068311.0,43,2,4osr,2022-05-09 05:54:01+00:00,0.0,regards,assignee
1004368.0,1069096.0,44,0,4osr,2022-05-12 08:28:54+00:00,0.0,greetings,assignee
1004368.0,1069096.0,44,1,4osr,2022-05-12 08:28:54+00:00,0.0,waiting your kind feedback.,assignee
1004368.0,1069096.0,44,2,4osr,2022-05-12 08:28:54+00:00,0.0,regards,assignee
1004368.0,1070037.0,45,0,4osr,2022-05-18 06:21:50+00:00,0.0,greetings,assignee
1004368.0,1070037.0,45,1,4osr,2022-05-18 06:21:50+00:00,0.0,waiting your kind feedback noting that if there is no feedback by end of tomorrow we will close this ticket.,assignee
1004368.0,1070037.0,45,2,4osr,2022-05-18 06:21:50+00:00,0.0,regards,assignee
1004368.0,1070520.0,46,0,4osr,2022-05-22 07:38:20+00:00,0.0,thank you ph_user .,assignee
1004368.0,1070520.0,46,1,4osr,2022-05-22 07:38:20+00:00,0.0,will check logs and get back to you.,assignee
1004368.0,1071279.0,47,0,4osr,2022-05-25 07:34:15+00:00,0.0,greetings,assignee
1004368.0,1071279.0,47,1,4osr,2022-05-25 07:34:15+00:00,0.0,issue under our  ph_user  investigation.,assignee
1004368.0,1071279.0,47,2,4osr,2022-05-25 07:34:15+00:00,0.0,regards,assignee
1004368.0,1071676.0,48,0,4osr,2022-05-29 13:10:31+00:00,0.0,greetings,assignee
1004368.0,1071676.0,48,1,4osr,2022-05-29 13:10:31+00:00,0.0,we need to trace this issue once it appear again as the  ph_user  will join with us once the issue occurred.,assignee
1004368.0,1071676.0,48,2,4osr,2022-05-29 13:10:31+00:00,0.0,regards,assignee
1004368.0,1071914.0,49,0,ady0.aygh,2022-05-30 12:23:50+00:00,0.0,confirmed,reporter
1004368.0,1072373.0,50,0,4osr,2022-06-01 05:55:04+00:00,0.0,thank you ph_user,assignee
1004368.0,1072374.0,51,0,4osr,2022-06-01 05:55:26+00:00,1.0,postpone till 9 ph_path,assignee
1004368.0,1074170.0,52,0,4osr,2022-06-12 06:16:29+00:00,0.0,greetings,assignee
1004368.0,1074170.0,52,1,4osr,2022-06-12 06:16:29+00:00,0.0,please note that we will close this ticket and please don't hesitate to open a new ticket once the issue appeared in order to connect and check.,assignee
1004368.0,1074170.0,52,2,4osr,2022-06-12 06:16:29+00:00,0.0,regards,assignee
1004427.0,211718137.0,0,0,bzyz0ygi,2022-01-10 05:19:11+00:00,0.0,ph_name  ph_name claiming that they tried to present a ph_item to us on ph_technical ph_path and then on ph_technical ph_path through  ph_user  from their ph_name branch and the ph_item did not go through due to the reason ‘unreachable destination’ due to the reason that ph_name bank did not update the ph_name branch in  ph_user  system’.,reporter
1004427.0,211718137.0,0,1,bzyz0ygi,2022-01-10 05:19:11+00:00,0.0,pls find appended screen shot from  ph_user  showing that ph_name branch does not appear as ph_technical branch under ph_technical bank: ph_name.,reporter
1004427.0,211718137.0,0,2,bzyz0ygi,2022-01-10 05:19:11+00:00,0.0,"based on the reason provided by ph_name  ph_name, customer is claiming interest for the delay in presentment of ph_item.",reporter
1004427.0,211718137.0,0,3,bzyz0ygi,2022-01-10 05:19:11+00:00,0.0,would appreciate if you can refer the case to the vendor and obtain the root cause of why ph_name  ph_name was not able to present the ph_item and also obtain details with regards to their claim that we did not update the new branch code in  ph_user  system.,reporter
1004427.0,211718137.0,0,4,bzyz0ygi,2022-01-10 05:19:11+00:00,0.0,more details in the attached email.,reporter
1004427.0,1046921.0,1,0,z2w_x,2022-01-10 05:19:22+00:00,1.0,problem:,others
1004427.0,1046921.0,1,1,z2w_x,2022-01-10 05:19:22+00:00,1.0,unreachable destination ph_item,others
1004427.0,1046921.0,1,2,z2w_x,2022-01-10 05:19:22+00:00,1.0,investigation and simulation:,others
1004427.0,1046921.0,1,3,z2w_x,2022-01-10 05:19:22+00:00,1.0,our investigation shows that there were missing branches that failed to broadcast from ph_name regarding  ph_user  services issue.,others
1004427.0,1046921.0,1,4,z2w_x,2022-01-10 05:19:22+00:00,1.0,a new  ph_user  services were provided to the bank which was tested successfully and all added branches are broadcasted successfully from ph_name to the bank.,others
1004427.0,1046921.0,1,5,z2w_x,2022-01-10 05:19:22+00:00,1.0,development agile,others
1004427.0,1046921.0,1,6,z2w_x,2022-01-10 05:19:22+00:00,1.0,related issue : ph_link,others
1004427.0,1046921.0,1,7,z2w_x,2022-01-10 05:19:22+00:00,1.0,solution:,others
1004427.0,1046921.0,1,8,z2w_x,2022-01-10 05:19:22+00:00,1.0,1- did we resolve the problem and its symptoms?,others
1004427.0,1046921.0,1,9,z2w_x,2022-01-10 05:19:22+00:00,1.0,yes.,others
1004427.0,1046921.0,1,10,z2w_x,2022-01-10 05:19:22+00:00,1.0,2- did we understand and resolve the root cause of the problem?,others
1004427.0,1046921.0,1,11,z2w_x,2022-01-10 05:19:22+00:00,1.0,"yes, the issue with  ph_user  services adapter.",others
1004427.0,1046921.0,1,12,z2w_x,2022-01-10 05:19:22+00:00,1.0,3- will this problem appear at this customer or other customer site?,others
1004427.0,1046921.0,1,13,z2w_x,2022-01-10 05:19:22+00:00,1.0,"no, only ph_name bank using  ph_user  services ph_technical ph_technical version",others
1004427.0,1046922.0,2,0,4ggo,2022-01-10 05:19:26+00:00,0.0,"to provide our best support the following policy for tickets waiting customer feedback, and tickets under monitoring will be applied - ph_name team will remind the customer every two working days, after the second reminder if no response, the ph_name team will escalate the ticket and inform the customer that the ticket will be closed by end of second week if no response received.",others
1004427.0,1046930.0,3,0,4oio,2022-01-10 05:36:52+00:00,0.0,greetings,assignee
1004427.0,1046930.0,3,1,4oio,2022-01-10 05:36:52+00:00,0.0,kindly your ticket is assigned.,assignee
1004427.0,1046930.0,3,2,4oio,2022-01-10 05:36:52+00:00,0.0,we will verify the case and update you soon.,assignee
1004427.0,1046930.0,3,3,4oio,2022-01-10 05:36:52+00:00,0.0,"regards,",assignee
1004427.0,1046930.0,3,4,4oio,2022-01-10 05:36:52+00:00,0.0, ph_user .,assignee
1004427.0,1047035.0,4,0,4oio,2022-01-10 08:51:14+00:00,0.0,greetings,assignee
1004427.0,1047035.0,4,1,4oio,2022-01-10 08:51:14+00:00,0.0,"as discussed, please run the below in ph_technical schema to add the missing branch:",assignee
1004427.0,1047035.0,4,2,4oio,2022-01-10 08:51:14+00:00,0.0,ph_sql ph_sql,assignee
1004427.0,1047035.0,4,3,4oio,2022-01-10 08:51:14+00:00,0.0,ph_sql,assignee
1004427.0,1047035.0,4,4,4oio,2022-01-10 08:51:14+00:00,0.0,"regards,",assignee
1004427.0,1047035.0,4,5,4oio,2022-01-10 08:51:14+00:00,0.0, ph_user .,assignee
1004427.0,1047052.0,5,0,4oio,2022-01-10 09:08:36+00:00,0.0,greetings,assignee
1004427.0,1047052.0,5,1,4oio,2022-01-10 09:08:36+00:00,0.0,"as confirmed, the missing  ph_user   ph_user  branch has been added successfully to your  ph_user  environment.",assignee
1004427.0,1047052.0,5,2,4oio,2022-01-10 09:08:36+00:00,0.0,we raised the case with our  ph_user  to verify the  ph_user  communication services and find out the root cause of the failure in inserting the new  ph_user  branch into your environment and update you soon.,assignee
1004427.0,1047052.0,5,3,4oio,2022-01-10 09:08:36+00:00,0.0,"regards,",assignee
1004427.0,1047052.0,5,4,4oio,2022-01-10 09:08:36+00:00,0.0, ph_user .,assignee
1004427.0,1047106.0,6,0,4oio,2022-01-10 10:26:43+00:00,0.0,greetings,assignee
1004427.0,1047106.0,6,1,4oio,2022-01-10 10:26:43+00:00,0.0,please run the below command to collect the total number of available ph_technical in ph_technical schema:,assignee
1004427.0,1047106.0,6,2,4oio,2022-01-10 10:26:43+00:00,0.0,ph_sql,assignee
1004427.0,1047106.0,6,3,4oio,2022-01-10 10:26:43+00:00,0.0,ph_sql,assignee
1004427.0,1047106.0,6,4,4oio,2022-01-10 10:26:43+00:00,0.0,"regards,",assignee
1004427.0,1047106.0,6,5,4oio,2022-01-10 10:26:43+00:00,0.0, ph_user .,assignee
1004427.0,1047111.0,7,0,bzyz0ygi,2022-01-10 10:38:29+00:00,0.0,ph_sql,reporter
1004427.0,1047111.0,7,1,bzyz0ygi,2022-01-10 10:38:29+00:00,0.0,ph_technical,reporter
1004427.0,1047111.0,7,2,bzyz0ygi,2022-01-10 10:38:29+00:00,0.0,ph_sql,reporter
1004427.0,1047111.0,7,3,bzyz0ygi,2022-01-10 10:38:29+00:00,0.0,ph_technical,reporter
1004427.0,1047112.0,8,0,bzyz0ygi,2022-01-10 10:38:36+00:00,0.0,ph_sql,reporter
1004427.0,1047112.0,8,1,bzyz0ygi,2022-01-10 10:38:36+00:00,0.0,ph_technical,reporter
1004427.0,1047112.0,8,2,bzyz0ygi,2022-01-10 10:38:36+00:00,0.0,ph_sql,reporter
1004427.0,1047112.0,8,3,bzyz0ygi,2022-01-10 10:38:36+00:00,0.0,ph_technical,reporter
1004427.0,1047126.0,9,0,4oio,2022-01-10 11:16:38+00:00,0.0,"thanks  ph_user ,",assignee
1004427.0,1047126.0,9,1,4oio,2022-01-10 11:16:38+00:00,0.0,can you run the below to specify in detail:,assignee
1004427.0,1047126.0,9,2,4oio,2022-01-10 11:16:38+00:00,0.0,ph_sql,assignee
1004427.0,1047127.0,10,0,bzyz0ygi,2022-01-10 11:21:44+00:00,0.0,ph_sql,reporter
1004427.0,1047127.0,10,1,bzyz0ygi,2022-01-10 11:21:44+00:00,0.0,ph_technical,reporter
1004427.0,1047127.0,10,2,bzyz0ygi,2022-01-10 11:21:44+00:00,0.0,ph_technical rows selected.,reporter
1004427.0,1047344.0,11,0,4oio,2022-01-11 06:54:08+00:00,0.0,greetings,assignee
1004427.0,1047344.0,11,1,4oio,2022-01-11 06:54:08+00:00,0.0,"after verifying the  ph_user  branches with ph_name, i can see that also there is another branch to  ph_user  that was not available in the ph_name  ph_user  environment.",assignee
1004427.0,1047344.0,11,2,4oio,2022-01-11 06:54:08+00:00,0.0,the branch name is ' ph_user  - ph_name ph_name branch' and the branch code is 23.,assignee
1004427.0,1047344.0,11,3,4oio,2022-01-11 06:54:08+00:00,0.0,please run the below script to add it:,assignee
1004427.0,1047344.0,11,4,4oio,2022-01-11 06:54:08+00:00,0.0,ph_sql ph_sql,assignee
1004427.0,1047344.0,11,5,4oio,2022-01-11 06:54:08+00:00,0.0,ph_sql,assignee
1004427.0,1047360.0,12,0,bzyz0ygi,2022-01-11 07:28:09+00:00,0.0,"done, as per attached screenshot",reporter
1004427.0,1047363.0,13,0,4oio,2022-01-11 07:30:50+00:00,0.0,"good job  ph_user , thanks.",assignee
1004427.0,1047461.0,14,0,4oio,2022-01-11 10:48:00+00:00,0.0,greetings,assignee
1004427.0,1047461.0,14,1,4oio,2022-01-11 10:48:00+00:00,0.0,"please find the attached “ ph_technical ” file to  ph_user  uat server, so we can test it before moving it to the production server to fix the branches case.",assignee
1004427.0,1047461.0,14,2,4oio,2022-01-11 10:48:00+00:00,0.0,"regards,",assignee
1004427.0,1047461.0,14,3,4oio,2022-01-11 10:48:00+00:00,0.0, ph_user .,assignee
1004427.0,1050011.0,15,0,4oio,2022-01-24 11:04:06+00:00,0.0,greetings,assignee
1004427.0,1050011.0,15,1,4oio,2022-01-24 11:04:06+00:00,0.0,please update us if you opened the connection with ph_name so we can proceed with the new setup.,assignee
1004427.0,1050011.0,15,2,4oio,2022-01-24 11:04:06+00:00,0.0,"regards,",assignee
